number,pokemon_name,main_type,secondary_type,region,attack,defense,capture_rate,resistance,weakness,poss_attacks
178,Xatu,Psychic,Flying,Johto,192,146,15%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}","['Air Slash', 'Feint Attack', 'Aerial Ace', 'Future Sight', 'Ominous Wind']"
179,Mareep,Electric,,Johto,114,79,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Tackle', 'Thunder Shock', 'Body Slam', 'Discharge', 'Thunderbolt']"
180,Flaaffy,Electric,,Johto,145,109,25%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Charge Beam', 'Tackle', 'Discharge', 'Power Gem', 'Thunderbolt']"
181,Ampharos,Electric,,Johto,211,169,12.5%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Charge Beam', 'Volt Switch', 'Focus Blast', 'Power Gem', 'Thunder', 'Thunder Punch', 'Zap Cannon', 'Dragon Pulse']"
182,Bellossom,Grass,,Johto,169,186,5%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Acid', 'Bullet Seed', 'Razor Leaf', 'Dazzling Gleam', 'Leaf Blade', 'Petal Blizzard']"
183,Marill,Water,Fairy,Johto,37,93,50%,"{'62.5%': ['Bug', 'Dark', 'Fighting', 'Fire', 'Ice', 'Water'], '39%': ['Dragon']}","{'160%': ['Electric', 'Grass', 'Poison']}","['Bubble', 'Tackle', 'Aqua Tail', 'Body Slam', 'Bubble Beam']"
184,Azumarill,Water,Fairy,Johto,112,152,15%,"{'62.5%': ['Bug', 'Dark', 'Fighting', 'Fire', 'Ice', 'Water'], '39%': ['Dragon']}","{'160%': ['Electric', 'Grass', 'Poison']}","['Bubble', 'Rock Smash', 'Hydro Pump', 'Ice Beam', 'Play Rough']"
185,Sudowoodo,Rock,,Johto,167,176,12.5%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Counter', 'Rock Throw', 'Earthquake', 'Rock Slide', 'Rock Tomb', 'Stone Edge']"
186,Politoed,Water,,Johto,174,179,10%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bubble', 'Mud Shot', 'Blizzard', 'Hydro Pump', 'Surf', 'Weather Ball', 'Earthquake']"
187,Hoppip,Grass,Flying,Johto,67,94,50%,"{'62.5%': ['Fighting', 'Water'], '39%': ['Grass'], '24%': ['Ground']}","{'160%': ['Fire', 'Flying', 'Poison', 'Rock'], '256%': ['Ice']}","['Bullet Seed', 'Tackle', 'Dazzling Gleam', 'Grass Knot', 'Seed Bomb']"
188,Skiploom,Grass,Flying,Johto,91,120,25%,"{'62.5%': ['Fighting', 'Water'], '39%': ['Grass'], '24%': ['Ground']}","{'160%': ['Fire', 'Flying', 'Poison', 'Rock'], '256%': ['Ice']}","['Bullet Seed', 'Tackle', 'Dazzling Gleam', 'Energy Ball', 'Grass Knot']"
189,Jumpluff,Grass,Flying,Johto,118,183,12.5%,"{'62.5%': ['Fighting', 'Water'], '39%': ['Grass'], '24%': ['Ground']}","{'160%': ['Fire', 'Flying', 'Poison', 'Rock'], '256%': ['Ice']}","['Bullet Seed', 'Infestation', 'Aerial Ace', 'Dazzling Gleam', 'Energy Ball', 'Solar Beam', 'Acrobatics']"
190,Aipom,Normal,,Johto,136,112,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Astonish', 'Scratch', 'Aerial Ace', 'Low Sweep', 'Swift']"
191,Sunkern,Grass,,Johto,55,55,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Cut', 'Razor Leaf', 'Energy Ball', 'Grass Knot', 'Seed Bomb']"
192,Sunflora,Grass,,Johto,185,135,10%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Razor Leaf', 'Leaf Storm', 'Petal Blizzard', 'Sludge Bomb', 'Solar Beam']"
193,Yanma,Bug,Flying,Johto,154,94,30%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Quick Attack', 'Wing Attack', 'Aerial Ace', 'Ancient Power', 'Silver Wind']"
194,Wooper,Water,Ground,Johto,75,66,40%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Mud Shot', 'Water Gun', 'Body Slam', 'Dig', 'Mud Bomb']"
195,Quagsire,Water,Ground,Johto,152,143,15%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Mud Shot', 'Water Gun', 'Acid Spray', 'Earthquake', 'Sludge Bomb', 'Stone Edge']"
196,Espeon,Psychic,,Johto,261,175,12.5%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Confusion', 'Zen Headbutt', 'Future Sight', 'Psybeam', 'Psychic', 'Last Resort', 'Shadow Ball']"
197,Umbreon,Dark,,Johto,126,240,12.5%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Feint Attack', 'Snarl', 'Dark Pulse', 'Foul Play', 'Last Resort', 'Psychic']"
198,Murkrow,Dark,Flying,Johto,175,87,20%,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}","['Feint Attack', 'Peck', 'Dark Pulse', 'Drill Peck', 'Foul Play']"
199,Slowking,Water,Psychic,Johto,177,180,10%,"{'62.5%': ['Fighting', 'Fire', 'Ice', 'Psychic', 'Steel', 'Water']}","{'160%': ['Bug', 'Dark', 'Electric', 'Ghost', 'Grass']}","['Confusion', 'Water Gun', 'Blizzard', 'Fire Blast', 'Psychic', 'Acid', 'Confusion', 'Hex', 'Future Sight', 'Shadow Ball', 'Sludge Wave']"
200,Misdreavus,Ghost,,Johto,167,154,30%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Astonish', 'Hex', 'Dark Pulse', 'Ominous Wind', 'Shadow Sneak']"
201,Unown,Psychic,,Johto,136,91,30%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Hidden Power', 'Struggle']"
202,Wobbuffet,Psychic,,Johto,60,106,25%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Charm', 'Counter', 'Splash', 'Mirror Coat']"
203,Girafarig,Normal,Psychic,Johto,182,133,30%,"{'62.5%': ['Ghost', 'Psychic']}","{'160%': ['Bug', 'Dark']}","['Confusion', 'Tackle', 'Mirror Coat', 'Psychic', 'Thunderbolt']"
204,Pineco,Bug,,Johto,108,122,40%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Bug Bite', 'Tackle', 'Gyro Ball', 'Rock Tomb', 'Sand Tomb']"
205,Forretress,Bug,Steel,Johto,161,205,15%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Normal', 'Psychic', 'Steel'], '39%': ['Grass', 'Poison']}",{'256%': ['Fire']},"['Bug Bite', 'Struggle Bug', 'Earthquake', 'Heavy Slam', 'Mirror Shot', 'Rock Tomb', 'Sand Tomb']"
206,Dunsparce,Normal,,Johto,131,128,30%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Astonish', 'Bite', 'Dig', 'Drill Run', 'Rock Slide']"
207,Gligar,Ground,Flying,Johto,143,184,20%,"{'62.5%': ['Bug', 'Electric', 'Fighting', 'Poison'], '39%': ['Ground']}","{'160%': ['Water'], '256%': ['Ice']}","['Fury Cutter', 'Wing Attack', 'Aerial Ace', 'Dig', 'Night Slash']"
208,Steelix,Steel,Ground,Johto,148,272,10%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Normal', 'Psychic', 'Steel'], '39%': ['Electric', 'Rock'], '24%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground', 'Water']}","['Dragon Tail', 'Iron Tail', 'Thunder Fang', 'Crunch', 'Earthquake', 'Heavy Slam']"
209,Snubbull,Fairy,,Johto,137,85,40%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}","['Bite', 'Tackle', 'Brick Break', 'Crunch', 'Dazzling Gleam']"
210,Granbull,Fairy,,Johto,212,131,15%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}","['Bite', 'Charm', 'Snarl', 'Close Combat', 'Crunch', 'Play Rough']"
211,Qwilfish,Water,Poison,Johto,184,138,30%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Fire', 'Ice', 'Poison', 'Steel', 'Water']}","{'160%': ['Electric', 'Ground', 'Psychic']}","['Poison Sting', 'Water Gun', 'Acid Spray', 'Aqua Tail', 'Fell Stinger', 'Ice Beam', 'Sludge Wave']"
212,Scizor,Bug,Steel,Johto,236,181,5%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Normal', 'Psychic', 'Steel'], '39%': ['Grass', 'Poison']}",{'256%': ['Fire']},"['Bullet Punch', 'Fury Cutter', 'Iron Head', 'Night Slash', 'X-Scissor']"
213,Shuckle,Bug,Rock,Johto,17,396,30%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}","['Rock Throw', 'Struggle Bug', 'Gyro Ball', 'Rock Blast', 'Stone Edge']"
214,Heracross,Bug,Fighting,Johto,234,179,30%,"{'62.5%': ['Bug', 'Dark', 'Fighting', 'Grass', 'Ground']}","{'160%': ['Fairy', 'Fire', 'Psychic'], '256%': ['Flying']}","['Counter', 'Struggle Bug', 'Close Combat', 'Earthquake', 'Megahorn', 'Rock Blast']"
215,Sneasel,Dark,Ice,Johto,189,146,20%,"{'62.5%': ['Dark', 'Ghost', 'Ice'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fire', 'Rock', 'Steel'], '256%': ['Fighting']}","['Feint Attack', 'Ice Shard', 'Avalanche', 'Foul Play', 'Ice Punch']"
216,Teddiursa,Normal,,Johto,142,93,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Lick', 'Scratch', 'Cross Chop', 'Crunch', 'Play Rough']"
217,Ursaring,Normal,,Johto,236,144,15%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Counter', 'Metal Claw', 'Shadow Claw', 'Close Combat', 'Hyper Beam', 'Play Rough']"
218,Slugma,Fire,,Johto,118,71,30%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Ember', 'Rock Throw', 'Flame Burst', 'Flame Charge', 'Rock Slide']"
219,Magcargo,Fire,Rock,Johto,139,191,12.5%,"{'62.5%': ['Bug', 'Fairy', 'Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Fighting', 'Rock'], '256%': ['Ground', 'Water']}","['Ember', 'Incinerate', 'Rock Throw', 'Heat Wave', 'Overheat', 'Rock Tomb', 'Stone Edge']"
220,Swinub,Ice,Ground,Johto,90,69,30%,"{'62.5%': ['Poison'], '39%': ['Electric']}","{'160%': ['Fighting', 'Fire', 'Grass', 'Steel', 'Water']}","['Powder Snow', 'Tackle', 'Body Slam', 'Icy Wind', 'Rock Slide']"
221,Piloswine,Ice,Ground,Johto,181,138,12.5%,"{'62.5%': ['Poison'], '39%': ['Electric']}","{'160%': ['Fighting', 'Fire', 'Grass', 'Steel', 'Water']}","['Ice Shard', 'Powder Snow', 'Avalanche', 'Bulldoze', 'Stone Edge']"
222,Corsola,Water,Rock,Johto,118,156,30%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}","['Bubble', 'Tackle', 'Bubble Beam', 'Power Gem', 'Rock Blast']"
223,Remoraid,Water,,Johto,127,69,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Mud Shot', 'Water Gun', 'Aurora Beam', 'Rock Blast', 'Water Pulse']"
224,Octillery,Water,,Johto,197,141,15%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Lock-On', 'Mud Shot', 'Water Gun', 'Acid Spray', 'Aurora Beam', 'Gunk Shot', 'Octazooka', 'Water Pulse']"
225,Delibird,Ice,Flying,Johto,128,90,20%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Steel'], '256%': ['Rock']}","['Present', 'Aerial Ace', 'Ice Punch', 'Icy Wind']"
226,Mantine,Water,Flying,Johto,148,226,30%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}","['Bubble', 'Bullet Seed', 'Wing Attack', 'Aerial Ace', 'Bubble Beam', 'Ice Beam', 'Water Pulse']"
227,Skarmory,Steel,Flying,Johto,148,226,20%,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Ground', 'Normal', 'Psychic', 'Steel'], '39%': ['Bug', 'Grass', 'Poison']}","{'160%': ['Electric', 'Fire']}","['Air Slash', 'Steel Wing', 'Brave Bird', 'Flash Cannon', 'Sky Attack']"
228,Houndour,Dark,Fire,Johto,152,83,40%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Grass', 'Ice', 'Steel'], '39%': ['Psychic']}","{'160%': ['Fighting', 'Ground', 'Rock', 'Water']}","['Ember', 'Feint Attack', 'Crunch', 'Dark Pulse', 'Flamethrower']"
229,Houndoom,Dark,Fire,Johto,224,144,15%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Grass', 'Ice', 'Steel'], '39%': ['Psychic']}","{'160%': ['Fighting', 'Ground', 'Rock', 'Water']}","['Fire Fang', 'Snarl', 'Crunch', 'Fire Blast', 'Flamethrower', 'Foul Play']"
230,Kingdra,Water,Dragon,Johto,194,194,10%,"{'62.5%': ['Steel'], '39%': ['Fire', 'Water']}","{'160%': ['Dragon', 'Fairy']}","['Dragon Breath', 'Waterfall', 'Water Gun', 'Blizzard', 'Hydro Pump', 'Octazooka', 'Outrage']"
231,Phanpy,Ground,,Johto,107,98,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}","['Rock Smash', 'Tackle', 'Body Slam', 'Bulldoze', 'Rock Slide']"
232,Donphan,Ground,,Johto,214,185,12.5%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}","['Charm', 'Counter', 'Mud-Slap', 'Tackle', 'Body Slam', 'Earthquake', 'Heavy Slam', 'Play Rough']"
233,Porygon2,Normal,,Johto,198,180,5%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Charge Beam', 'Hidden Power', 'Lock-On', 'Hyper Beam', 'Solar Beam', 'Tri Attack', 'Zap Cannon']"
234,Stantler,Normal,,Johto,192,131,30%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Tackle', 'Zen Headbutt', 'Megahorn', 'Stomp', 'Wild Charge']"
235,Smeargle,Normal,,Johto,40,83,25%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Acid', 'Air Slash', 'Astonish', 'Bite', 'Bubble', 'Bug Bite', 'Bullet Punch', 'Bullet Seed', 'Charge Beam', 'Charm', 'Confusion', 'Counter', 'Cut', 'Dragon Breath', 'Dragon Tail', 'Ember', 'Extrasensory', 'Feint Attack', 'Fire Fang', 'Fire Spin', 'Frost Breath', 'Fury Cutter', 'Gust', 'Hex', 'Hidden Power', 'Ice Fang', 'Ice Shard', 'Incinerate', 'Infestation', 'Iron Tail', 'Karate Chop', 'Lick', 'Lock-On', 'Low Kick', 'Metal Claw', 'Mud Shot', 'Mud-Slap', 'Peck', 'Poison Jab', 'Poison Sting', 'Pound', 'Powder Snow', 'Present', 'Psycho Cut', 'Quick Attack', 'Razor Leaf', 'Rock Smash', 'Rock Throw', 'Scratch', 'Shadow Claw', 'Smack Down', 'Snarl', 'Spark', 'Splash', 'Steel Wing', 'Struggle Bug', 'Sucker Punch', 'Tackle', 'Take Down', 'Thunder Fang', 'Thunder Shock', 'Vine Whip', 'Volt Switch', 'Water Gun', 'Waterfall', 'Wing Attack', 'Yawn', 'Zen Headbutt', 'Acid Spray', 'Aerial Ace', 'Aeroblast', 'Air Cutter', 'Ancient Power', 'Aqua Jet', 'Aqua Tail', 'Aura Sphere', 'Aurora Beam', 'Avalanche', 'Blast Burn', 'Blaze Kick', 'Blizzard', 'Body Slam', 'Bone Club', 'Brave Bird', 'Brick Break', 'Brine', 'Bubble Beam', 'Bug Buzz', 'Bulldoze', 'Close Combat', 'Crabhammer', 'Cross Chop', 'Cross Poison', 'Crunch', 'Dark Pulse', 'Dazzling Gleam', 'Dig', 'Disarming Voice', 'Discharge', 'Doom Desire', 'Draco Meteor', 'Dragon Claw', 'Dragon Pulse', 'Draining Kiss', 'Drill Peck', 'Drill Run', 'Dynamic Punch', 'Earth Power', 'Earthquake', 'Energy Ball', 'Fell Stinger', 'Fire Blast', 'Fire Punch', 'Flame Burst', 'Flame Charge', 'Flame Wheel', 'Flamethrower', 'Flash Cannon', 'Fly', 'Flying Press', 'Focus Blast', 'Foul Play', 'Frenzy Plant', 'Future Sight', 'Giga Impact', 'Grass Knot', 'Gunk Shot', 'Gyro Ball', 'Heat Wave', 'Heavy Slam', 'Horn Attack', 'Hurricane', 'Hydro Cannon', 'Hydro Pump', 'Hyper Beam', 'Hyper Fang', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Head', 'Last Resort', 'Leaf Blade', 'Leaf Tornado', 'Low Sweep', 'Lunge', 'Magnet Bomb', 'Megahorn', 'Meteor Mash', 'Mirror Coat', 'Mirror Shot', 'Moonblast', 'Mud Bomb', 'Muddy Water', 'Night Shade', 'Night Slash', 'Octazooka', 'Ominous Wind', 'Outrage', 'Overheat', 'Payback', 'Petal Blizzard', 'Play Rough', 'Poison Fang', 'Power Gem', 'Power Whip', 'Power-Up Punch', 'Psybeam', 'Psychic', 'Psycho Boost', 'Psyshock', 'Psystrike', 'Rock Blast', 'Rock Slide', 'Rock Tomb', 'Rock Wrecker', 'Sacred Sword', 'Sand Tomb', 'Scald', 'Seed Bomb', 'Shadow Ball', 'Shadow Bone', 'Shadow Punch', 'Shadow Sneak', 'Signal Beam', 'Silver Wind', 'Skull Bash', 'Sky Attack', 'Sludge', 'Sludge Bomb', 'Sludge Wave', 'Solar Beam', 'Stomp', 'Stone Edge', 'Struggle', 'Submission', 'Superpower', 'Surf', 'Swift', 'Synchronoise', 'Techno Blast', 'Thunder', 'Thunder Punch', 'Thunderbolt', 'Tri Attack', 'Twister', 'V-create', 'Vise Grip', 'Water Pulse', 'Weather Ball', 'Wild Charge', 'Wrap', 'X-Scissor', 'Zap Cannon']"
236,Tyrogue,Fighting,,Johto,64,64,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Rock Smash', 'Tackle', 'Brick Break', 'Low Sweep', 'Rock Slide']"
237,Hitmontop,Fighting,,Johto,173,207,10%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Counter', 'Rock Smash', 'Close Combat', 'Gyro Ball', 'Stone Edge']"
238,Smoochum,Ice,Psychic,Johto,153,91,25%,"{'62.5%': ['Ice', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Fire', 'Ghost', 'Rock', 'Steel']}","['Pound', 'Powder Snow', 'Frost Breath', 'Ice Beam', 'Ice Punch', 'Psyshock']"
239,Elekid,Electric,,Johto,135,101,N/A,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Low Kick', 'Thunder Shock', 'Brick Break', 'Discharge', 'Thunder Punch', 'Thunderbolt']"
240,Magby,Fire,,Johto,151,99,N/A,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Ember', 'Karate Chop', 'Brick Break', 'Fire Punch', 'Flame Burst', 'Flamethrower']"
241,Miltank,Normal,,Johto,157,193,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Tackle', 'Zen Headbutt', 'Body Slam', 'Gyro Ball', 'Ice Beam', 'Stomp', 'Thunderbolt']"
242,Blissey,Normal,,Johto,129,169,5%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Pound', 'Zen Headbutt', 'Dazzling Gleam', 'Hyper Beam', 'Psychic']"
243,Raikou,Electric,,Johto,241,195,2%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Thunder Shock', 'Volt Switch', 'Shadow Ball', 'Thunder', 'Thunderbolt', 'Wild Charge']"
244,Entei,Fire,,Johto,235,171,2%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Fire Fang', 'Fire Spin', 'Fire Blast', 'Flame Charge', 'Flamethrower', 'Iron Head', 'Overheat']"
245,Suicune,Water,,Johto,180,235,2%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Extrasensory', 'Ice Fang', 'Snarl', 'Hidden Power', 'Bubble Beam', 'Hydro Pump', 'Ice Beam', 'Water Pulse']"
246,Larvitar,Rock,Ground,Johto,115,93,40%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}","['Bite', 'Rock Smash', 'Ancient Power', 'Crunch', 'Stomp']"
247,Pupitar,Rock,Ground,Johto,155,133,10%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}","['Bite', 'Rock Smash', 'Ancient Power', 'Crunch', 'Dig']"
248,Tyranitar,Rock,Dark,Johto,251,207,5%,"{'62.5%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Normal', 'Poison'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Grass', 'Ground', 'Steel', 'Water'], '256%': ['Fighting']}","['Bite', 'Iron Tail', 'Smack Down', 'Crunch', 'Fire Blast', 'Stone Edge']"
249,Lugia,Psychic,Flying,Johto,193,310,2%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}","['Dragon Tail', 'Extrasensory', 'Future Sight', 'Hydro Pump', 'Sky Attack', 'Aeroblast', 'Aeroblast+', 'Aeroblast++']"
250,Ho-Oh,Fire,Flying,Johto,239,244,2%,"{'62.5%': ['Fairy', 'Fighting', 'Fire', 'Ground', 'Steel'], '39%': ['Bug', 'Grass']}","{'160%': ['Electric', 'Water'], '256%': ['Rock']}","['Extrasensory', 'Hidden Power', 'Incinerate', 'Steel Wing', 'Brave Bird', 'Fire Blast', 'Solar Beam', 'Earthquake', 'Sacred Fire', 'Sacred Fire+', 'Sacred Fire++']"
251,Celebi,Psychic,Grass,Johto,210,210,N/A,"{'62.5%': ['Electric', 'Fighting', 'Grass', 'Ground', 'Psychic', 'Water']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Ice', 'Poison'], '256%': ['Bug']}","['Charge Beam', 'Confusion', 'Magical Leaf', 'Dazzling Gleam', 'Hyper Beam', 'Leaf Storm', 'Psychic', 'Seed Bomb']"
252,Treecko,Grass,,Hoenn,124,94,20%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Pound', 'Aerial Ace', 'Energy Ball', 'Grass Knot']"
253,Grovyle,Grass,,Hoenn,172,120,10%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Quick Attack', 'Aerial Ace', 'Grass Knot', 'Leaf Blade']"
254,Sceptile,Grass,,Hoenn,223,169,5%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Fury Cutter', 'Aerial Ace', 'Dragon Claw', 'Earthquake', 'Leaf Blade', 'Frenzy Plant']"
255,Torchic,Fire,,Hoenn,130,87,20%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Ember', 'Scratch', 'Flame Charge', 'Flamethrower', 'Rock Tomb']"
256,Combusken,Fire,Fighting,Hoenn,163,115,10%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}","['Ember', 'Peck', 'Flame Charge', 'Flamethrower', 'Rock Slide']"
257,Blaziken,Fire,Fighting,Hoenn,240,141,5%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}","['Counter', 'Fire Spin', 'Blaze Kick', 'Brave Bird', 'Focus Blast', 'Overheat', 'Blast Burn', 'Stone Edge']"
258,Mudkip,Water,,Hoenn,126,93,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Tackle', 'Water Gun', 'Dig', 'Sludge', 'Stomp']"
259,Marshtomp,Water,Ground,Hoenn,156,133,10%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Mud Shot', 'Water Gun', 'Mud Bomb', 'Sludge', 'Surf']"
260,Swampert,Water,Ground,Hoenn,208,175,5%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Mud Shot', 'Water Gun', 'Earthquake', 'Muddy Water', 'Sludge Wave', 'Surf', 'Hydro Cannon']"
261,Poochyena,Dark,,Hoenn,96,61,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Snarl', 'Tackle', 'Crunch', 'Dig', 'Poison Fang']"
262,Mightyena,Dark,,Hoenn,171,132,20%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Bite', 'Fire Fang', 'Ice Fang', 'Thunder Fang', 'Crunch', 'Play Rough', 'Poison Fang']"
